Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD
AIJ-101588,Cybersecurity Analyst,Government,India,High School,6,0.55,0.5,No,201461
AIJ-101589,IoT Specialist,Technology,Singapore,High School,20,0.44,0.72,No,50133
AIJ-101590,Cybersecurity Analyst,Education,India,Master,5,0.92,0.37,Yes,66830
AIJ-101591,Blockchain Developer,Retail,Singapore,High School,12,0.52,0.48,No,70501
AIJ-101592,Machine Learning Engineer,Healthcare,Canada,PhD,1,0.44,0.59,Hybrid,54458
AIJ-101593,IoT Specialist,Government,UK,High School,13,0.37,0.89,Yes,163160
AIJ-101594,AI Engineer,Retail,Pakistan,High School,11,0.56,0.52,Yes,173542
AIJ-101595,Data Engineer,Healthcare,Japan,PhD,3,0.77,0.52,No,41141
AIJ-101596,AI Engineer,Energy,UK,PhD,8,0.78,0.78,No,161465
AIJ-101597,Teacher,Manufacturing,UAE,PhD,13,0.65,0.72,Yes,106115
AIJ-101598,IoT Specialist,Finance,Singapore,PhD,3,0.14,0.94,No,104892
AIJ-101599,Data Engineer,Energy,Australia,High School,24,0.4,0.31,Yes,218523
AIJ-101600,Robotics Engineer,Technology,UK,High School,11,0.19,0.59,No,158731
AIJ-101601,Teacher,Retail,Japan,PhD,2,0.05,0.45,No,166965
AIJ-101602,DevOps Engineer,Technology,Pakistan,Bachelor,9,0.7,0.61,Hybrid,127377
AIJ-101603,Cybersecurity Analyst,Retail,USA,PhD,16,0.15,0.84,Yes,213068
AIJ-101604,Software Developer,Education,Canada,Bachelor,15,0.89,0.54,Hybrid,169173
AIJ-101605,Business Analyst,Manufacturing,Pakistan,PhD,14,0.52,0.69,No,144090
AIJ-101606,Healthcare Analyst,Education,Pakistan,High School,2,0.33,0.79,No,63622
AIJ-101607,Prompt Engineer,Transportation,Australia,PhD,12,0.19,0.98,Hybrid,145705
AIJ-101608,Prompt Engineer,Media,Pakistan,Bachelor,3,0.24,0.74,No,86399
AIJ-101609,Prompt Engineer,Healthcare,India,Master,11,0.05,0.85,Yes,33991
AIJ-101610,Financial Analyst,Education,Germany,Bachelor,8,0.6,0.58,Hybrid,62107
AIJ-101611,Data Engineer,Manufacturing,Singapore,PhD,20,0.59,0.59,Yes,216499
AIJ-101612,Digital Marketer,Media,UK,PhD,9,0.6,0.37,Hybrid,144584
AIJ-101613,Product Manager,Education,Australia,PhD,9,0.46,0.74,No,111840
AIJ-101614,Data Engineer,Finance,Canada,Bachelor,25,0.39,0.77,Hybrid,72481
AIJ-101615,Business Analyst,Government,Germany,Bachelor,0,0.74,0.31,No,98531
AIJ-101616,Digital Marketer,Healthcare,UK,Bachelor,8,0.08,0.42,Hybrid,122357
AIJ-101617,Digital Marketer,Transportation,Singapore,High School,15,0.21,0.22,Hybrid,131921
AIJ-101618,Financial Analyst,Government,India,Bachelor,2,0.57,0.93,Hybrid,174830
AIJ-101619,Financial Analyst,Government,Germany,Master,25,0.43,0.59,Hybrid,157956
AIJ-101620,Business Analyst,Education,Japan,High School,21,0.44,0.59,No,64151
AIJ-101621,IoT Specialist,Government,UK,High School,8,0.22,0.36,Hybrid,95828
AIJ-101622,Cybersecurity Analyst,Manufacturing,UAE,Bachelor,16,0.93,0.72,Hybrid,179602
AIJ-101623,Machine Learning Engineer,Energy,India,Bachelor,21,0.77,0.8,Yes,150080
AIJ-101624,Blockchain Developer,Technology,Canada,High School,21,0.61,0.32,No,158160
AIJ-101625,Data Engineer,Energy,Canada,High School,24,0.67,0.89,Hybrid,210005
AIJ-101626,Business Analyst,Finance,UAE,PhD,15,0.85,0.24,Hybrid,130316
AIJ-101627,Financial Analyst,Manufacturing,Germany,Master,14,0.29,0.55,No,50527
AIJ-101628,Prompt Engineer,Manufacturing,Germany,Master,10,0.66,0.79,Yes,190207
AIJ-101629,HR Specialist,Education,UK,High School,7,0.23,0.62,No,135621
AIJ-101630,Business Analyst,Finance,India,High School,10,0.13,0.2,Yes,131272
AIJ-101631,Prompt Engineer,Energy,USA,Bachelor,6,0.3,0.54,Yes,211313
AIJ-101632,IoT Specialist,Energy,USA,PhD,25,0.84,0.22,Hybrid,194701
AIJ-101633,UX Designer,Retail,Germany,Master,14,0.83,0.22,Hybrid,52857
AIJ-101634,IoT Specialist,Manufacturing,Australia,PhD,1,0.47,0.77,No,168374
AIJ-101635,IoT Specialist,Transportation,India,Master,19,0.25,0.29,Hybrid,79179
AIJ-101636,HR Specialist,Healthcare,USA,PhD,20,0.5,0.97,No,158261
AIJ-101637,Data Scientist,Education,India,Master,14,0.71,0.6,Yes,81453
AIJ-101638,Data Engineer,Media,Germany,PhD,25,0.06,0.29,No,148406
AIJ-101639,Business Analyst,Technology,Germany,Bachelor,20,0.64,0.91,Yes,184042
AIJ-101640,Software Developer,Government,Japan,PhD,12,0.24,0.92,Yes,39899
AIJ-101641,UX Designer,Technology,UK,PhD,6,0.59,0.67,Yes,122594
AIJ-101642,Software Developer,Technology,Australia,Bachelor,25,0.23,0.72,Yes,169381
AIJ-101643,IoT Specialist,Government,UAE,Bachelor,18,0.25,0.61,Hybrid,146251
AIJ-101644,DevOps Engineer,Retail,UK,Master,3,0.66,0.8,Hybrid,66197
AIJ-101645,HR Specialist,Energy,Japan,Master,9,0.27,0.94,No,62488
AIJ-101646,HR Specialist,Finance,India,Master,13,0.81,0.78,Hybrid,163803
AIJ-101647,Product Manager,Finance,UK,PhD,14,0.51,0.26,No,46253
AIJ-101648,HR Specialist,Education,UAE,PhD,19,0.25,0.55,Yes,105617
AIJ-101649,Software Developer,Education,Japan,Master,25,0.81,0.28,No,141770
AIJ-101650,Robotics Engineer,Healthcare,UK,Bachelor,15,0.61,0.83,Yes,128462
AIJ-101651,Healthcare Analyst,Retail,Pakistan,Master,17,0.89,0.85,Yes,44649
AIJ-101652,IoT Specialist,Energy,Australia,High School,17,0.39,0.97,Hybrid,202497
AIJ-101653,IoT Specialist,Media,Pakistan,Bachelor,2,0.48,0.49,Hybrid,116410
AIJ-101654,Product Manager,Media,Pakistan,High School,2,0.57,0.96,Yes,165699
AIJ-101655,Digital Marketer,Education,Japan,PhD,7,0.09,0.68,No,79770
AIJ-101656,Product Manager,Healthcare,Australia,PhD,13,0.24,0.43,No,147910
AIJ-101657,IoT Specialist,Retail,UK,PhD,9,0.72,0.52,No,106572
AIJ-101658,Data Engineer,Transportation,UAE,Master,8,0.34,0.27,Hybrid,211680
AIJ-101659,Software Developer,Education,Japan,Master,0,0.35,0.55,Yes,111514
AIJ-101660,HR Specialist,Finance,Germany,Bachelor,8,0.94,0.34,No,66465
AIJ-101661,Product Manager,Manufacturing,UAE,Bachelor,1,0.42,0.93,No,215294
AIJ-101662,Software Developer,Energy,UAE,PhD,8,0.1,0.48,Hybrid,47590
AIJ-101663,Robotics Engineer,Finance,Canada,PhD,14,0.77,0.34,No,46109
AIJ-101664,Cloud Architect,Education,Germany,Master,17,0.77,0.52,No,194455
AIJ-101665,UX Designer,Finance,Germany,Bachelor,17,0.65,0.75,Yes,42483
AIJ-101666,Financial Analyst,Transportation,India,PhD,11,0.16,0.26,Hybrid,100063
AIJ-101667,IoT Specialist,Transportation,Pakistan,High School,7,0.79,0.24,Yes,31635
AIJ-101668,AI Engineer,Retail,Germany,High School,19,0.3,0.55,Yes,70631
AIJ-101669,Product Manager,Technology,Australia,Bachelor,8,0.86,0.96,No,119064
AIJ-101670,Data Scientist,Manufacturing,Australia,PhD,1,0.46,0.45,No,32022
AIJ-101671,Business Analyst,Government,Germany,Bachelor,0,0.78,0.97,Hybrid,125676
AIJ-101672,Product Manager,Education,USA,Bachelor,8,0.22,0.88,Yes,215142
AIJ-101673,Cybersecurity Analyst,Manufacturing,India,High School,24,0.32,0.88,No,201034
AIJ-101674,Blockchain Developer,Technology,USA,Master,3,0.75,0.75,No,80726
AIJ-101675,Teacher,Finance,Singapore,Bachelor,6,0.15,0.35,Hybrid,214487
AIJ-101676,HR Specialist,Education,USA,High School,1,0.13,0.95,Hybrid,92063
AIJ-101677,Teacher,Retail,India,High School,12,0.31,0.59,No,166087
AIJ-101678,Financial Analyst,Technology,Japan,Master,12,0.5,0.94,Yes,130190
AIJ-101679,Cloud Architect,Media,Australia,High School,23,0.8,0.72,Yes,47001
AIJ-101680,IoT Specialist,Energy,UK,High School,11,0.09,0.89,Hybrid,65634
AIJ-101681,Healthcare Analyst,Energy,Japan,PhD,9,0.84,0.28,No,177631
AIJ-101682,Business Analyst,Manufacturing,Australia,Bachelor,23,0.37,0.84,Hybrid,61490
AIJ-101683,IoT Specialist,Education,Pakistan,High School,17,0.84,0.77,Yes,139069
AIJ-101684,Data Engineer,Retail,Germany,Bachelor,11,0.65,0.95,No,201600
AIJ-101685,IoT Specialist,Healthcare,Japan,High School,18,0.63,0.3,No,130014
AIJ-101686,Product Manager,Transportation,Pakistan,Bachelor,7,0.34,0.51,No,64761
AIJ-101687,HR Specialist,Education,India,Master,3,0.55,0.52,No,204182
AIJ-101688,Financial Analyst,Technology,Pakistan,Master,15,0.67,0.84,Hybrid,145180
AIJ-101689,Cybersecurity Analyst,Manufacturing,UAE,Master,1,0.27,0.93,Hybrid,50051
AIJ-101690,DevOps Engineer,Media,Australia,PhD,0,0.28,0.36,Hybrid,56324
AIJ-101691,HR Specialist,Transportation,India,Bachelor,11,0.11,0.44,No,157607
AIJ-101692,Business Analyst,Media,India,High School,3,0.58,0.49,Yes,114137
AIJ-101693,Healthcare Analyst,Retail,Australia,Bachelor,0,0.4,0.44,Yes,117640
AIJ-101694,Digital Marketer,Retail,Germany,Master,12,0.49,0.88,No,146607
AIJ-101695,Business Analyst,Manufacturing,UK,High School,8,0.95,0.48,Hybrid,132546
AIJ-101696,Cybersecurity Analyst,Media,Pakistan,Master,3,0.86,0.47,Yes,96346
AIJ-101697,Cloud Architect,Manufacturing,UAE,Bachelor,18,0.55,0.55,Yes,190595
AIJ-101698,Product Manager,Healthcare,India,High School,9,0.56,0.92,Yes,100866
AIJ-101699,Machine Learning Engineer,Technology,Canada,PhD,9,0.34,0.2,Yes,61642
AIJ-101700,Cloud Architect,Education,Australia,PhD,21,0.54,0.57,No,187249
AIJ-101701,Healthcare Analyst,Finance,Germany,High School,11,0.14,0.35,No,165628
AIJ-101702,Digital Marketer,Finance,USA,Bachelor,10,0.9,0.58,Yes,51410
AIJ-101703,HR Specialist,Media,UAE,PhD,22,0.64,0.7,No,203307
AIJ-101704,AI Engineer,Technology,Germany,Bachelor,22,0.21,0.43,Yes,210394
AIJ-101705,DevOps Engineer,Media,Japan,Bachelor,18,0.44,0.43,Yes,46968
AIJ-101706,Machine Learning Engineer,Transportation,Singapore,PhD,16,0.87,0.71,Yes,205798
AIJ-101707,HR Specialist,Government,UK,High School,20,0.26,0.85,Yes,141773
AIJ-101708,HR Specialist,Retail,Japan,PhD,6,0.06,0.64,No,107996
AIJ-101709,UX Designer,Manufacturing,India,Bachelor,5,0.6,0.85,No,174820
AIJ-101710,Cloud Architect,Healthcare,USA,PhD,15,0.42,0.72,No,122900
AIJ-101711,Software Developer,Education,India,Bachelor,13,0.5,0.93,Hybrid,67319
AIJ-101712,Teacher,Government,Germany,Master,9,0.12,0.25,Hybrid,167973
AIJ-101713,Robotics Engineer,Government,Germany,Bachelor,3,0.85,0.37,Yes,52984
AIJ-101714,DevOps Engineer,Retail,Singapore,Master,22,0.14,0.83,Yes,93820
AIJ-101715,DevOps Engineer,Media,UAE,PhD,20,0.52,0.97,Hybrid,46431
AIJ-101716,Business Analyst,Education,India,Master,4,0.63,0.72,Yes,97059
AIJ-101717,Healthcare Analyst,Transportation,Japan,Master,4,0.23,0.39,Yes,126046
AIJ-101718,Data Engineer,Government,Singapore,PhD,22,0.75,0.76,Hybrid,187262
AIJ-101719,Digital Marketer,Government,UAE,Bachelor,1,0.53,0.62,No,180407
AIJ-101720,Data Scientist,Transportation,Japan,PhD,24,0.3,0.63,No,209723
AIJ-101721,Healthcare Analyst,Education,Australia,Bachelor,1,0.15,0.98,No,197132
AIJ-101722,Data Scientist,Finance,USA,PhD,20,0.33,0.53,Yes,149560
AIJ-101723,Blockchain Developer,Media,Japan,PhD,14,0.29,0.94,No,39440
AIJ-101724,UX Designer,Technology,Japan,Master,15,0.75,0.74,Yes,32398
AIJ-101725,DevOps Engineer,Energy,UAE,High School,16,0.91,0.98,No,174690
AIJ-101726,Product Manager,Transportation,UAE,High School,7,0.12,0.84,Yes,60794
AIJ-101727,IoT Specialist,Retail,Japan,High School,24,0.43,0.62,Yes,190842
AIJ-101728,Cloud Architect,Healthcare,Germany,High School,2,0.47,0.42,Hybrid,168253
AIJ-101729,AI Engineer,Technology,Germany,Master,7,0.59,0.91,No,154421
AIJ-101730,Cloud Architect,Healthcare,Pakistan,Master,3,0.84,0.73,Hybrid,83871
AIJ-101731,Cybersecurity Analyst,Retail,India,Bachelor,20,0.08,0.89,No,76277
AIJ-101732,Healthcare Analyst,Government,Japan,Master,8,0.8,0.29,Hybrid,209678
AIJ-101733,Data Engineer,Healthcare,India,Master,1,0.7,0.69,Yes,45735
AIJ-101734,IoT Specialist,Manufacturing,USA,PhD,22,0.51,0.22,Hybrid,37344
AIJ-101735,UX Designer,Retail,India,PhD,8,0.68,0.59,Hybrid,156464
AIJ-101736,Financial Analyst,Education,UAE,PhD,18,0.91,0.73,Yes,125460
AIJ-101737,Financial Analyst,Education,Japan,PhD,1,0.47,0.88,Yes,96396
AIJ-101738,IoT Specialist,Retail,Germany,High School,21,0.89,0.83,No,215247
AIJ-101739,Digital Marketer,Energy,Canada,PhD,18,0.46,0.65,No,70709
AIJ-101740,Robotics Engineer,Finance,UAE,High School,16,0.7,0.77,Yes,159240
AIJ-101741,UX Designer,Technology,India,PhD,10,0.88,0.41,Hybrid,37968
AIJ-101742,Robotics Engineer,Manufacturing,Japan,Master,5,0.59,0.23,Hybrid,200354
AIJ-101743,Business Analyst,Finance,UAE,Bachelor,19,0.73,0.85,No,149749
AIJ-101744,Product Manager,Energy,Japan,PhD,25,0.61,0.95,No,212690
AIJ-101745,Financial Analyst,Technology,UAE,Bachelor,7,0.46,0.22,No,178988
AIJ-101746,Blockchain Developer,Manufacturing,Japan,High School,16,0.1,0.97,Yes,71919
AIJ-101747,Teacher,Manufacturing,Japan,PhD,24,0.93,0.47,Yes,94306
AIJ-101748,Data Engineer,Technology,Australia,High School,19,0.06,0.94,No,167828
AIJ-101749,IoT Specialist,Manufacturing,Pakistan,Master,0,0.49,0.48,Hybrid,213675
AIJ-101750,Machine Learning Engineer,Media,Australia,Master,3,0.31,0.51,Hybrid,146736
AIJ-101751,Business Analyst,Retail,Japan,Bachelor,18,0.49,0.5,No,203643
AIJ-101752,Prompt Engineer,Energy,UAE,Bachelor,13,0.12,0.79,No,44313
AIJ-101753,Cloud Architect,Energy,India,Master,21,0.92,0.42,Hybrid,85774
AIJ-101754,Blockchain Developer,Manufacturing,Australia,Bachelor,13,0.23,0.47,Hybrid,163421
AIJ-101755,Software Developer,Education,USA,High School,17,0.85,0.98,No,48970
AIJ-101756,Data Scientist,Manufacturing,UAE,Bachelor,13,0.06,0.63,Hybrid,219786
AIJ-101757,Teacher,Government,UAE,PhD,0,0.44,0.94,Hybrid,99983
AIJ-101758,IoT Specialist,Retail,India,Bachelor,12,0.76,0.78,Hybrid,50799
AIJ-101759,Healthcare Analyst,Retail,Pakistan,PhD,13,0.69,0.83,Yes,31628
AIJ-101760,Machine Learning Engineer,Energy,Germany,Master,21,0.71,0.6,Hybrid,153240
AIJ-101761,Software Developer,Technology,India,Master,16,0.46,0.85,No,85475
AIJ-101762,Cloud Architect,Energy,India,Master,14,0.58,0.38,Hybrid,52156
AIJ-101763,Healthcare Analyst,Finance,Japan,PhD,9,0.56,0.3,No,161107
AIJ-101764,Data Engineer,Manufacturing,USA,PhD,19,0.18,0.2,Yes,50186
AIJ-101765,Business Analyst,Government,USA,Bachelor,5,0.18,0.53,Yes,143191
AIJ-101766,Data Scientist,Energy,Pakistan,Master,16,0.15,0.89,Hybrid,98903
AIJ-101767,Blockchain Developer,Media,Germany,Master,2,0.6,0.94,No,120817
AIJ-101768,HR Specialist,Manufacturing,Singapore,PhD,21,0.64,0.36,No,172241
AIJ-101769,Robotics Engineer,Transportation,Australia,Bachelor,18,0.29,0.54,Yes,188009
AIJ-101770,AI Engineer,Healthcare,USA,Bachelor,20,0.44,0.65,No,188912
AIJ-101771,Cybersecurity Analyst,Government,USA,Master,11,0.14,0.3,Hybrid,125769
AIJ-101772,Financial Analyst,Technology,Singapore,Bachelor,9,0.26,0.37,Yes,207763
AIJ-101773,Robotics Engineer,Healthcare,India,Bachelor,1,0.9,0.67,Yes,168163
AIJ-101774,Teacher,Transportation,USA,Bachelor,8,0.58,0.94,No,178112
AIJ-101775,Digital Marketer,Transportation,Australia,Master,10,0.17,0.89,No,154443
AIJ-101776,Cloud Architect,Manufacturing,Germany,Bachelor,25,0.21,0.51,Hybrid,142195
AIJ-101777,HR Specialist,Technology,Australia,Bachelor,15,0.8,0.38,Hybrid,95420
AIJ-101778,Blockchain Developer,Healthcare,Japan,High School,4,0.83,0.88,No,87946
AIJ-101779,Prompt Engineer,Manufacturing,Japan,High School,1,0.22,0.34,Yes,215125
AIJ-101780,Data Scientist,Technology,UAE,Bachelor,5,0.28,0.32,No,215478
AIJ-101781,Business Analyst,Technology,USA,High School,18,0.87,0.35,Yes,127552
AIJ-101782,Robotics Engineer,Transportation,USA,Bachelor,9,0.42,0.58,No,174897
AIJ-101783,Blockchain Developer,Manufacturing,UAE,Bachelor,10,0.42,0.36,Yes,61742
AIJ-101784,Digital Marketer,Transportation,Pakistan,Bachelor,5,0.76,0.71,Hybrid,89943
AIJ-101785,Financial Analyst,Education,UAE,Bachelor,7,0.29,0.48,No,184107
AIJ-101786,Data Engineer,Finance,Canada,High School,19,0.76,0.32,Yes,184753
AIJ-101787,Blockchain Developer,Energy,Japan,Master,6,0.86,0.64,Hybrid,36704
AIJ-101788,Prompt Engineer,Government,India,Bachelor,13,0.32,0.54,Hybrid,132795
AIJ-101789,Machine Learning Engineer,Government,UAE,Bachelor,12,0.21,0.82,No,141981
AIJ-101790,Teacher,Finance,UAE,High School,23,0.8,0.53,Hybrid,171635
AIJ-101791,Data Engineer,Technology,Australia,PhD,5,0.59,0.79,Hybrid,52789
AIJ-101792,Teacher,Manufacturing,Canada,PhD,19,0.07,0.39,Hybrid,200396
AIJ-101793,UX Designer,Transportation,Australia,High School,25,0.07,0.51,Yes,79968
AIJ-101794,Business Analyst,Healthcare,Singapore,Master,5,0.89,0.22,Yes,131071
AIJ-101795,Cybersecurity Analyst,Finance,UAE,High School,5,0.74,0.67,Yes,76513
AIJ-101796,Data Scientist,Technology,USA,High School,20,0.49,0.45,Hybrid,180810
AIJ-101797,IoT Specialist,Healthcare,Pakistan,High School,10,0.94,0.82,No,163775
AIJ-101798,AI Engineer,Government,Germany,High School,17,0.87,0.87,Hybrid,43953
AIJ-101799,Business Analyst,Finance,India,High School,17,0.39,0.67,Yes,216171
AIJ-101800,Financial Analyst,Retail,UK,Bachelor,5,0.15,0.54,No,177849
AIJ-101801,Machine Learning Engineer,Manufacturing,Canada,Master,6,0.71,0.95,Hybrid,31850
AIJ-101802,Data Scientist,Manufacturing,Germany,High School,19,0.82,0.42,Hybrid,206608
AIJ-101803,Blockchain Developer,Technology,Germany,PhD,16,0.2,0.43,No,158290
AIJ-101804,Data Scientist,Healthcare,UAE,Bachelor,14,0.89,0.38,Yes,115897
AIJ-101805,Cybersecurity Analyst,Education,India,High School,13,0.06,0.29,Yes,71327
AIJ-101806,UX Designer,Transportation,Canada,High School,14,0.11,0.57,Yes,216976
AIJ-101807,Teacher,Technology,India,Master,17,0.28,0.24,Hybrid,203079
AIJ-101808,HR Specialist,Manufacturing,UK,Master,18,0.41,0.55,No,48671
AIJ-101809,Business Analyst,Media,USA,Master,22,0.09,0.9,No,204451
AIJ-101810,Digital Marketer,Manufacturing,Singapore,PhD,5,0.29,0.65,No,154335
AIJ-101811,Product Manager,Energy,Australia,Bachelor,22,0.85,0.68,Hybrid,180818
AIJ-101812,Software Developer,Education,Japan,High School,17,0.73,0.83,Hybrid,120912
AIJ-101813,DevOps Engineer,Energy,Germany,Bachelor,8,0.62,0.24,Yes,57357
AIJ-101814,Machine Learning Engineer,Education,Germany,Master,14,0.77,0.62,Yes,139993
AIJ-101815,UX Designer,Government,India,Master,18,0.13,0.28,No,119006
AIJ-101816,DevOps Engineer,Retail,UAE,Bachelor,8,0.12,0.69,Hybrid,62248
AIJ-101817,Financial Analyst,Education,USA,High School,14,0.74,0.65,No,60999
AIJ-101818,Healthcare Analyst,Education,Canada,High School,23,0.78,0.64,Hybrid,98177
AIJ-101819,Data Scientist,Energy,Australia,PhD,3,0.11,0.41,Hybrid,138989
AIJ-101820,Prompt Engineer,Manufacturing,USA,PhD,2,0.59,0.75,No,39692
AIJ-101821,IoT Specialist,Finance,Singapore,PhD,25,0.87,0.8,Hybrid,79085
AIJ-101822,Teacher,Transportation,Singapore,Master,5,0.61,0.8,Yes,191975
AIJ-101823,DevOps Engineer,Healthcare,Pakistan,Master,5,0.2,0.76,Hybrid,169790
AIJ-101824,Healthcare Analyst,Manufacturing,UAE,PhD,18,0.5,0.67,No,37527
AIJ-101825,UX Designer,Media,Canada,Master,0,0.09,0.66,No,188661
AIJ-101826,Financial Analyst,Retail,UAE,PhD,0,0.06,0.69,No,85437
AIJ-101827,UX Designer,Manufacturing,Japan,Master,1,0.14,0.22,Hybrid,64250
AIJ-101828,DevOps Engineer,Manufacturing,Pakistan,PhD,7,0.9,0.46,No,147247
AIJ-101829,Cybersecurity Analyst,Transportation,Pakistan,Bachelor,5,0.76,0.87,No,43468
AIJ-101830,Teacher,Technology,UK,High School,7,0.84,0.95,Hybrid,177780
AIJ-101831,Healthcare Analyst,Education,Singapore,Master,2,0.42,0.78,Hybrid,153151
AIJ-101832,AI Engineer,Media,Pakistan,Bachelor,0,0.44,0.33,No,101072
AIJ-101833,Business Analyst,Media,USA,Master,3,0.95,0.91,Hybrid,79438
AIJ-101834,Digital Marketer,Energy,Australia,High School,21,0.3,0.62,Yes,109000
AIJ-101835,DevOps Engineer,Transportation,UAE,PhD,14,0.57,0.93,Yes,157276
AIJ-101836,UX Designer,Education,Pakistan,High School,3,0.6,0.84,Yes,212402
AIJ-101837,Cybersecurity Analyst,Retail,Singapore,Master,10,0.9,0.26,Hybrid,125741
AIJ-101838,Robotics Engineer,Retail,Singapore,PhD,13,0.7,0.45,Yes,62321
AIJ-101839,Machine Learning Engineer,Manufacturing,UK,High School,5,0.44,0.46,Yes,155301
AIJ-101840,HR Specialist,Government,India,Master,2,0.94,0.64,No,52185
AIJ-101841,Data Scientist,Retail,Canada,Master,5,0.18,0.85,No,31547
AIJ-101842,AI Engineer,Healthcare,India,PhD,14,0.74,0.67,Yes,120872
AIJ-101843,IoT Specialist,Technology,UAE,Bachelor,8,0.67,0.73,Hybrid,150960
AIJ-101844,Financial Analyst,Retail,UK,Bachelor,4,0.48,0.87,Hybrid,157872
AIJ-101845,DevOps Engineer,Energy,Canada,PhD,13,0.47,0.75,Hybrid,125631
AIJ-101846,Digital Marketer,Education,Japan,Master,13,0.16,0.53,Yes,48809
AIJ-101847,Blockchain Developer,Retail,Singapore,PhD,18,0.63,0.54,No,178768
AIJ-101848,HR Specialist,Finance,UK,Master,18,0.1,0.76,Hybrid,131890
AIJ-101849,DevOps Engineer,Education,UAE,High School,16,0.73,0.27,No,161703
AIJ-101850,Prompt Engineer,Government,India,Bachelor,24,0.71,0.59,Hybrid,127966
AIJ-101851,Robotics Engineer,Media,UK,PhD,9,0.23,0.37,Hybrid,63413
AIJ-101852,Data Scientist,Energy,Japan,Master,16,0.06,0.39,Hybrid,171568
AIJ-101853,Prompt Engineer,Energy,Australia,PhD,7,0.77,0.22,No,84813
AIJ-101854,AI Engineer,Finance,Japan,Master,0,0.23,0.74,Yes,190198
AIJ-101855,Healthcare Analyst,Technology,Germany,High School,11,0.42,0.86,No,182580
AIJ-101856,Teacher,Media,Germany,Bachelor,0,0.59,0.6,Hybrid,71936
AIJ-101857,Financial Analyst,Finance,Singapore,Bachelor,4,0.42,0.48,Hybrid,138509
AIJ-101858,UX Designer,Manufacturing,UAE,PhD,25,0.57,0.43,No,205873
AIJ-101859,Product Manager,Education,UK,Bachelor,18,0.58,0.77,Hybrid,146287
AIJ-101860,Digital Marketer,Energy,USA,PhD,17,0.39,0.64,Yes,115768
AIJ-101861,DevOps Engineer,Energy,UAE,PhD,7,0.06,0.92,No,191953
AIJ-101862,Financial Analyst,Energy,Pakistan,PhD,25,0.14,0.7,No,30658
AIJ-101863,UX Designer,Energy,Singapore,PhD,23,0.7,0.2,Yes,119579
AIJ-101864,DevOps Engineer,Finance,Pakistan,Master,15,0.92,0.83,Hybrid,140735
AIJ-101865,Data Scientist,Healthcare,Japan,High School,1,0.47,0.78,No,40717
AIJ-101866,Data Engineer,Government,India,High School,6,0.79,0.7,Yes,38502
AIJ-101867,Machine Learning Engineer,Manufacturing,Canada,High School,2,0.89,0.63,Hybrid,96353
AIJ-101868,AI Engineer,Education,UK,Bachelor,17,0.61,0.78,Hybrid,184567
AIJ-101869,Data Scientist,Education,Japan,PhD,17,0.85,0.82,Yes,111197
AIJ-101870,Teacher,Transportation,USA,Bachelor,12,0.73,0.72,No,196104
AIJ-101871,DevOps Engineer,Technology,Pakistan,PhD,14,0.14,0.84,No,163524
AIJ-101872,Financial Analyst,Media,Japan,Bachelor,7,0.34,0.55,Hybrid,38780
AIJ-101873,Cybersecurity Analyst,Education,Australia,Master,18,0.34,0.79,No,151984
AIJ-101874,Data Engineer,Finance,Pakistan,Bachelor,23,0.93,0.43,No,165845
AIJ-101875,Digital Marketer,Media,Pakistan,High School,10,0.71,0.58,No,95445
AIJ-101876,UX Designer,Energy,Pakistan,High School,5,0.94,0.88,No,88547
AIJ-101877,Software Developer,Retail,Pakistan,PhD,1,0.19,0.44,No,124257
AIJ-101878,Blockchain Developer,Healthcare,Australia,High School,21,0.95,0.78,Hybrid,68101
AIJ-101879,Data Engineer,Manufacturing,India,PhD,17,0.62,0.22,No,209445
AIJ-101880,Digital Marketer,Finance,Singapore,High School,24,0.76,0.96,No,213945
AIJ-101881,Product Manager,Education,Canada,Master,24,0.54,0.33,Yes,171235
AIJ-101882,Prompt Engineer,Manufacturing,UAE,High School,13,0.33,0.55,Hybrid,173304
AIJ-101883,Healthcare Analyst,Energy,India,Bachelor,9,0.82,0.52,No,170573
AIJ-101884,Prompt Engineer,Transportation,Germany,PhD,6,0.59,0.71,Yes,105885
AIJ-101885,Product Manager,Retail,UAE,Master,18,0.85,0.45,Yes,42871
AIJ-101886,DevOps Engineer,Education,Australia,PhD,5,0.69,0.74,Yes,131761
AIJ-101887,Data Scientist,Media,India,PhD,2,0.12,0.86,Yes,196161
AIJ-101888,Healthcare Analyst,Education,Singapore,High School,23,0.62,0.55,No,190558
AIJ-101889,UX Designer,Finance,Germany,Bachelor,11,0.44,0.24,No,76582
AIJ-101890,Data Scientist,Energy,Australia,PhD,3,0.65,0.22,No,120716
AIJ-101891,Machine Learning Engineer,Retail,Japan,Bachelor,5,0.78,0.33,Yes,174809
AIJ-101892,DevOps Engineer,Government,Australia,Bachelor,10,0.54,0.29,Yes,71398
AIJ-101893,Machine Learning Engineer,Manufacturing,USA,Bachelor,15,0.1,0.85,No,210354
AIJ-101894,Software Developer,Media,Pakistan,High School,6,0.24,0.66,Yes,99734
AIJ-101895,Product Manager,Transportation,Canada,Master,18,0.07,0.97,Yes,101403
AIJ-101896,HR Specialist,Healthcare,Canada,PhD,3,0.28,0.65,No,90687
